date,hour,open,high,low,close,real_volume,tick_volume,spread
2016.06.21,10:45:00,50885,50990,50810,50875,23516,9147,5
2016.06.21,10:30:00,51210,51275,50855,50880,38509,15187,5
2016.06.21,10:15:00,51115,51230,51060,51205,14412,5891,5
2016.06.21,10:00:00,51070,51165,51010,51110,16724,6567,5
2016.06.21,9:45:00,51160,51180,50950,51070,20772,7834,5
2016.06.21,9:30:00,51385,51385,51055,51160,25686,9848,5
2016.06.21,9:15:00,51455,51500,51325,51375,18238,6846,5
2016.06.21,9:00:00,51375,51550,51350,51455,12393,4456,5
2016.06.20,18:00:00,51380,51380,51380,51380,1573,253,5
2016.06.20,17:45:00,51310,51450,51305,51355,4247,1515,5
2016.06.20,17:30:00,51230,51315,51225,51310,5611,1843,5
2016.06.20,17:15:00,51255,51280,51215,51235,7896,2001,5
2016.06.20,17:00:00,51380,51395,51210,51250,9397,3210,5
2016.06.20,16:45:00,51320,51400,51245,51385,12521,4455,5
2016.06.20,16:30:00,51260,51370,51235,51315,14470,5240,5
2016.06.20,16:15:00,51400,51405,51250,51260,15912,5602,5
2016.06.20,16:00:00,51560,51565,51370,51400,17430,6189,5
2016.06.20,15:45:00,51600,51640,51550,51555,8270,3154,5
2016.06.20,15:30:00,51535,51650,51525,51600,14271,5434,5
2016.06.20,15:15:00,51530,51560,51420,51545,13368,4888,5
2016.06.20,15:00:00,51490,51585,51435,51525,15878,5554,5
2016.06.20,14:45:00,51585,51585,51480,51485,12055,4508,5
2016.06.20,14:30:00,51595,51615,51520,51590,13757,5330,5
2016.06.20,14:15:00,51680,51705,51585,51585,15979,6040,5
2016.06.20,14:00:00,51710,51795,51675,51685,9052,3304,5
2016.06.20,13:45:00,51705,51770,51635,51715,10053,3666,5
2016.06.20,13:30:00,51740,51760,51700,51705,5622,1975,5
2016.06.20,13:15:00,51730,51770,51680,51735,7458,2744,5
2016.06.20,13:00:00,51715,51785,51695,51735,8817,3356,5
2016.06.20,12:45:00,51770,51785,51670,51720,11623,4251,5
2016.06.20,12:30:00,51655,51800,51625,51770,16360,6267,5
2016.06.20,12:15:00,51640,51720,51615,51650,10953,4289,5
2016.06.20,12:00:00,51690,51720,51610,51640,14705,5544,5
2016.06.20,11:45:00,51680,51735,51645,51690,18729,6996,5
2016.06.20,11:30:00,51555,51695,51555,51680,22105,8412,5
2016.06.20,11:15:00,51490,51615,51485,51560,18950,7264,5
2016.06.20,11:00:00,51375,51570,51320,51490,19597,7708,5
2016.06.20,10:45:00,51520,51550,51295,51370,24365,9628,5
2016.06.20,10:30:00,51350,51625,51350,51510,37551,14449,5
2016.06.20,10:15:00,51430,51460,51215,51350,22080,8754,5
2016.06.20,10:00:00,51380,51565,51370,51425,18932,7350,5
2016.06.20,9:45:00,51425,51480,51370,51380,11747,4254,5
2016.06.20,9:30:00,51355,51450,51260,51430,16104,5711,5
2016.06.20,9:15:00,51460,51460,51280,51355,13042,4884,5
2016.06.20,9:00:00,51530,51600,51315,51455,13762,4837,5
2016.06.17,18:00:00,50555,50555,50555,50555,1848,271,5
2016.06.17,17:45:00,50380,50430,50370,50405,3435,1224,5
2016.06.17,17:30:00,50460,50485,50375,50375,4800,1568,5
2016.06.17,17:15:00,50450,50495,50440,50460,5116,1421,5
2016.06.17,17:00:00,50500,50540,50420,50450,12061,3413,5
2016.06.17,16:45:00,50420,50555,50390,50505,15687,5083,5
2016.06.17,16:30:00,50525,50525,50365,50415,13059,4745,5
2016.06.17,16:15:00,50515,50545,50420,50515,11265,4345,5
2016.06.17,16:00:00,50550,50570,50465,50505,9604,3708,5
2016.06.17,15:45:00,50610,50680,50500,50540,14922,5608,5
2016.06.17,15:30:00,50710,50755,50590,50615,11875,4786,5
2016.06.17,15:15:00,50665,50780,50615,50710,12798,4979,5
2016.06.17,15:00:00,50685,50730,50555,50660,14486,5759,5
2016.06.17,14:45:00,50630,50750,50560,50685,13603,5295,5
2016.06.17,14:30:00,50620,50675,50540,50625,11455,4585,5
2016.06.17,14:15:00,50560,50690,50520,50620,13049,5014,5
2016.06.17,14:00:00,50505,50595,50410,50560,14884,5866,5
2016.06.17,13:45:00,50600,50655,50465,50495,11550,4754,5
2016.06.17,13:30:00,50600,50620,50545,50600,9341,3693,5
2016.06.17,13:15:00,50750,50755,50570,50595,12027,4730,5
2016.06.17,13:00:00,50695,50795,50685,50750,9620,3665,5
2016.06.17,12:45:00,50770,50775,50615,50695,7620,3124,5
2016.06.17,12:30:00,50645,50790,50610,50770,12295,4994,5
2016.06.17,12:15:00,50720,50815,50640,50645,15697,5892,5
2016.06.17,12:00:00,50860,50870,50715,50720,20966,7947,5
2016.06.17,11:45:00,50895,50970,50825,50860,17590,6609,5
2016.06.17,11:30:00,50915,50990,50775,50905,27924,10675,5
2016.06.17,11:15:00,51150,51200,50915,50925,21017,8024,5
2016.06.17,11:00:00,51105,51170,51050,51145,15475,6109,5
2016.06.17,10:45:00,51070,51215,50985,51105,25491,9829,5
2016.06.17,10:30:00,51025,51100,50825,51075,37497,14831,5
2016.06.17,10:15:00,51050,51225,51010,51025,25464,9631,5
2016.06.17,10:00:00,50925,51085,50835,51045,20894,7829,5
2016.06.17,9:45:00,50860,50950,50795,50925,13265,4808,5
2016.06.17,9:30:00,50740,50870,50715,50870,13418,4944,5
2016.06.17,9:15:00,50645,50740,50610,50740,10666,3647,5
2016.06.17,9:00:00,50500,50750,50500,50635,15739,5584,5
2016.06.16,18:00:00,50535,50535,50535,50535,1835,231,5
2016.06.16,17:45:00,50440,50515,50420,50465,3752,1304,5
2016.06.16,17:30:00,50495,50500,50400,50445,5304,1739,5
2016.06.16,17:15:00,50430,50495,50405,50490,6820,1962,5
2016.06.16,17:00:00,50425,50475,50405,50435,9022,2921,5
2016.06.16,16:45:00,50340,50440,50290,50430,12111,4606,5
2016.06.16,16:30:00,50275,50390,50270,50340,9020,3684,5
2016.06.16,16:15:00,50360,50410,50270,50275,14242,5645,5
2016.06.16,16:00:00,50260,50380,50215,50350,13567,5206,5
2016.06.16,15:45:00,50120,50285,50060,50255,17504,7034,5
2016.06.16,15:30:00,50050,50140,49940,50125,15005,6077,5
2016.06.16,15:15:00,50120,50170,50010,50045,18540,7234,5
2016.06.16,15:00:00,49925,50145,49905,50120,19556,7250,5
2016.06.16,14:45:00,49925,50025,49860,49915,16502,6638,5
2016.06.16,14:30:00,50040,50060,49910,49930,14119,5755,5
2016.06.16,14:15:00,50135,50140,50020,50050,11517,4663,5
2016.06.16,14:00:00,50080,50200,50045,50130,14172,5608,5
